timestamp,preprocessing_time,detection_time,matching_time,pose_estimation_time,fps,detected_keypoints,raw_matches,good_matches,inliners,match_ratio,inliner_ratio,cpu_usage,memory_usage,cpu_temperature,tracking_ok
1.783178840030408382e+09,6.327425000563380308e-03,2.902030299992475193e-02,1.800676699895120692e-02,2.973073900102463085e-02,1.203583298561108705e+01,1.172000000000000000e+03,1.165000000000000000e+03,6.780000000000000000e+02,6.520000000000000000e+02,5.819742489270386399e-01,9.616519174041298079e-01,3.600000000000000000e+01,3.370000000000000284e+01,5.210000000000000142e+01,1.000000000000000000e+00
1.783178840148124218e+09,8.470028998999623582e-03,2.849166099986177869e-02,1.934249199985060841e-02,2.852380900003481656e-02,1.178856163191196060e+01,1.169000000000000000e+03,1.172000000000000000e+03,7.010000000000000000e+02,6.810000000000000000e+02,5.981228668941979132e-01,9.714693295292439190e-01,4.470000000000000284e+01,3.389999999999999858e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783178840265140295e+09,9.252167999875382520e-03,2.903259899903787300e-02,1.750986600018222816e-02,2.967627700127195567e-02,1.169988713113854750e+01,1.166000000000000000e+03,1.169000000000000000e+03,7.190000000000000000e+02,6.900000000000000000e+02,6.150556030795552021e-01,9.596662030598053228e-01,4.129999999999999716e+01,3.389999999999999858e+01,5.210000000000000142e+01,1.000000000000000000e+00
1.783178840381172657e+09,9.213039000314893201e-03,2.866291800091858022e-02,1.876290699874516577e-02,2.993625500130292494e-02,1.155066272545576389e+01,1.170000000000000000e+03,1.166000000000000000e+03,6.870000000000000000e+02,6.570000000000000000e+02,5.891938250428816470e-01,9.563318777292576511e-01,3.860000000000000142e+01,3.400000000000000000e+01,5.250000000000000000e+01,1.000000000000000000e+00
1.783178840500713825e+09,8.428250999713782221e-03,2.880784300032246392e-02,1.799512000070535578e-02,3.126540599987492897e-02,1.156114539496308957e+01,1.168000000000000000e+03,1.170000000000000000e+03,7.160000000000000000e+02,6.850000000000000000e+02,6.119658119658120121e-01,9.567039106145250882e-01,3.720000000000000284e+01,3.410000000000000142e+01,5.350000000000000000e+01,1.000000000000000000e+00
1.783178840615922928e+09,6.160982000437797979e-03,2.866256699962832499e-02,1.912882800024817698e-02,2.896261900059471373e-02,1.206054451222595247e+01,1.169000000000000000e+03,1.168000000000000000e+03,7.180000000000000000e+02,6.920000000000000000e+02,6.147260273972602329e-01,9.637883008356545878e-01,4.220000000000000284e+01,3.410000000000000142e+01,5.250000000000000000e+01,1.000000000000000000e+00
1.783178840733319521e+09,6.671236000329372473e-03,2.830129299945838284e-02,1.783486200110928621e-02,3.003684699979203288e-02,1.207084553052056997e+01,1.172000000000000000e+03,1.169000000000000000e+03,7.010000000000000000e+02,6.830000000000000000e+02,5.996578272027374146e-01,9.743223965763195826e-01,4.260000000000000142e+01,3.400000000000000000e+01,5.250000000000000000e+01,1.000000000000000000e+00
1.783178840853833437e+09,9.153390999927069061e-03,2.967779500067990739e-02,1.977528399947914295e-02,2.922992999992857222e-02,1.138480174506050702e+01,1.177000000000000000e+03,1.172000000000000000e+03,6.730000000000000000e+02,6.490000000000000000e+02,5.742320819112628483e-01,9.643387815750371628e-01,3.860000000000000142e+01,3.410000000000000142e+01,5.350000000000000000e+01,1.000000000000000000e+00
1.783178840974914551e+09,6.037556999217486009e-03,2.993071899982169271e-02,1.942002800024056341e-02,3.260970500014082063e-02,1.136389347180098852e+01,1.172000000000000000e+03,1.177000000000000000e+03,7.470000000000000000e+02,7.140000000000000000e+02,6.346644010195412466e-01,9.558232931726907688e-01,4.039999999999999858e+01,3.410000000000000142e+01,5.400000000000000000e+01,1.000000000000000000e+00
1.783178841098078251e+09,8.884134998879744671e-03,2.917483900091610849e-02,1.934271400023135357e-02,3.435316600007354282e-02,1.089860597455587410e+01,1.169000000000000000e+03,1.172000000000000000e+03,7.680000000000000000e+02,7.460000000000000000e+02,6.552901023890784771e-01,9.713541666666666297e-01,3.910000000000000142e+01,3.410000000000000142e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783178841213471889e+09,7.388596999589935876e-03,2.883282400034659076e-02,2.012966800066351425e-02,3.080161499929090496e-02,1.147411329889720122e+01,1.174000000000000000e+03,1.169000000000000000e+03,7.390000000000000000e+02,7.140000000000000000e+02,6.321642429426860277e-01,9.661705006765899384e-01,4.000000000000000000e+01,3.410000000000000142e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783178841328959942e+09,8.527064999725553207e-03,2.936242900068464223e-02,1.732446099958906416e-02,3.048539700102992356e-02,1.166869966517355728e+01,1.170000000000000000e+03,1.174000000000000000e+03,7.310000000000000000e+02,7.110000000000000000e+02,6.226575809199318412e-01,9.726402188782489189e-01,3.810000000000000142e+01,3.410000000000000142e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783178841448368788e+09,8.720137000636896119e-03,2.850640199903864413e-02,1.991270800135680474e-02,3.079911499844456557e-02,1.137160139514479873e+01,1.170000000000000000e+03,1.170000000000000000e+03,7.210000000000000000e+02,6.990000000000000000e+02,6.162393162393162704e-01,9.694868238557559081e-01,4.000000000000000000e+01,3.410000000000000142e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783178841567102432e+09,8.309198001370532438e-03,2.807988799941085745e-02,1.737899699946865439e-02,3.077278300042962655e-02,1.182859896410288059e+01,1.171000000000000000e+03,1.170000000000000000e+03,7.170000000000000000e+02,6.900000000000000000e+02,6.128205128205128638e-01,9.623430962343095807e-01,4.260000000000000142e+01,3.410000000000000142e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783178841685755730e+09,6.632736000028671697e-03,2.892056400014553219e-02,1.923471600093762390e-02,3.115579599943885114e-02,1.163550902296016964e+01,1.166000000000000000e+03,1.171000000000000000e+03,7.170000000000000000e+02,6.930000000000000000e+02,6.122971818958155010e-01,9.665271966527196890e-01,4.000000000000000000e+01,3.410000000000000142e+01,5.300000000000000000e+01,1.000000000000000000e+00
