timestamp,x,y,z
1.783178381481315374e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178381581363201e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178381681314707e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178381781325340e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178381881348372e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178381981326580e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382081351995e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382181343555e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382281345367e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382381349087e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382481386662e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382581423521e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382681476593e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382781530619e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382881456852e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178382981378078e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383081499338e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383181447744e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383281333447e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383381366730e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383481343746e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383581321955e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383681538105e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383781391859e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383881511927e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178383981654882e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384081493139e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384181586742e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384281577826e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384381598949e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384481422424e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384581584930e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384681572914e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384781378269e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384881570816e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178384981564045e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385081648350e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385181543350e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385281489611e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385381392717e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385481417418e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385581361294e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385681291103e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385781326294e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385881381750e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178385981345892e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386081331730e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386181341410e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386281327724e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386381330967e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386481350183e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386581362724e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386681400061e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386781394243e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386881361723e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178386981346846e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387081409454e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387181334496e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387281338453e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387381344318e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387481349945e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387581348896e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387681392431e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387781380415e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387881328344e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178387981377602e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388081383705e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388181328535e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388281319380e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388381333590e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388481329918e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388581363201e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388681447744e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388781314611e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388881429434e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178388981432438e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389081456184e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389181369066e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389281296730e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389381321192e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389481294155e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389581295252e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389681314230e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389781301022e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389881449461e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178389981393337e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390081320047e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390181363821e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390281298637e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390381289005e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390481383562e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390581307888e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390681303501e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390781351566e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390881372452e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178390981443644e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391081373930e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391181292295e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391281353474e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391381307602e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391481313944e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391581368208e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391681320190e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391781467915e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391881361961e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178391981323719e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392081395149e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392181437492e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392281379938e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392381332159e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392481254101e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392581481934e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392681421518e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392781383276e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392881397247e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178392981374025e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393081349373e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393181400776e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393281542301e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393381479979e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393481353998e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393581318378e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393681398869e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393781373978e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393881304502e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178393981282234e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394081330776e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394181312323e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394281326771e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394381345987e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394481318474e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394581319332e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394681370974e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394781309366e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394881341934e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178394981319904e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395081323147e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395181283474e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395281262875e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395381276846e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395481374979e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395581409216e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395681427240e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395781272173e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395881328821e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178395981347561e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.783178396081300735e+09,6.924326665055054175e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.783178396181317091e+09,1.557971628420887385e-02,1.799784730203303062e-05,0.000000000000000000e+00
1.783178396281322956e+09,2.269638151023605638e-02,2.539696630302794230e-05,0.000000000000000000e+00
1.783178396381378651e+09,3.212113909553688390e-02,4.499462225413059717e-05,0.000000000000000000e+00
1.783178396481559277e+09,3.904546201815792955e-02,5.219376506590941495e-05,0.000000000000000000e+00
1.783178396581392050e+09,4.673915415440353660e-02,6.019281263455254733e-05,0.000000000000000000e+00
