timestamp,frame_x,frame_y,world_x_m,world_y_m,world_x_smooth_m,world_y_smooth_m,time_elapsed
1775308303.0464425,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.000
1775308303.3525681,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.306
1775308303.5315125,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.485
1775308303.62348,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.577
1775308303.7110891,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.665
1775308303.8013318,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.755
1775308303.9004185,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.854
1775308303.9993637,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,0.953
1775308304.0955725,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.049
1775308304.1939392,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.147
1775308304.2945693,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.248
1775308304.3963206,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.350
1775308304.5014508,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.455
1775308304.611152,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.565
1775308304.694141,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.648
1775308304.7728317,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.726
1775308304.8465314,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.800
1775308304.918512,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.872
1775308304.99664,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,1.950
1775308305.0730467,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.027
1775308305.1477833,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.101
1775308305.2274709,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.181
1775308305.3008106,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.254
1775308305.3768954,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.330
1775308305.4507,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.404
1775308305.5216675,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.475
1775308305.6002853,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.554
1775308305.6759868,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.630
1775308305.7494872,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.703
1775308305.828243,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.782
1775308305.9054766,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.859
1775308305.9819984,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,2.936
1775308306.0543485,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.008
1775308306.1322215,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.086
1775308306.204432,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.158
1775308306.2772634,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.231
1775308306.3582745,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.312
1775308306.4307485,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.384
1775308306.5043716,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.458
1775308306.586375,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.540
1775308306.656855,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.610
1775308306.733186,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.687
1775308306.8120306,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.766
1775308306.895229,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.849
1775308306.968894,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.922
1775308307.0441067,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,3.998
1775308307.11822,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.072
1775308307.1942275,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.148
1775308307.2724712,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.226
1775308307.3465273,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.300
1775308307.4192512,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.373
1775308307.5038733,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.457
1775308307.581685,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.535
1775308307.6541662,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.608
1775308307.7289782,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.683
1775308307.8069906,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.761
1775308307.879794,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.833
1775308307.9518778,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.905
1775308308.0270972,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,4.981
1775308308.100168,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,5.054
1775308308.1738226,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,5.127
1775308308.2469184,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,5.200
1775308308.3197699,1224,187,-0.0490,-0.3758,-0.0490,-0.3758,5.273
