timestamp,preprocessing_time,detection_time,matching_time,pose_estimation_time,fps,detected_keypoints,raw_matches,good_matches,inliners,match_ratio,inliner_ratio,cpu_usage,memory_usage,cpu_temperature,tracking_ok
1.783179156311229706e+09,9.168123000563355163e-03,3.064718399946286809e-02,2.028061100099876057e-02,3.277319299922965001e-02,1.076784292677527688e+01,1.223000000000000000e+03,1.229000000000000000e+03,8.040000000000000000e+02,7.840000000000000000e+02,6.541903986981285613e-01,9.751243781094527385e-01,3.700000000000000000e+01,3.379999999999999716e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783179156434833765e+09,7.392591000098036602e-03,2.965432599921768997e-02,2.149941099924035370e-02,3.263395400063018315e-02,1.096728347482983779e+01,1.231000000000000000e+03,1.223000000000000000e+03,7.870000000000000000e+02,7.700000000000000000e+02,6.434995911692559245e-01,9.783989834815756126e-01,4.600000000000000000e+01,3.389999999999999858e+01,5.300000000000000000e+01,1.000000000000000000e+00
1.783179156556065083e+09,7.763030998830799945e-03,2.920344199992541689e-02,1.859505900029034819e-02,3.271878600025956985e-02,1.132755321529154280e+01,1.225000000000000000e+03,1.231000000000000000e+03,7.660000000000000000e+02,7.440000000000000000e+02,6.222583265637693373e-01,9.712793733681461816e-01,3.960000000000000142e+01,3.400000000000000000e+01,5.450000000000000000e+01,1.000000000000000000e+00
1.783179156677150249e+09,1.207453200004238170e-02,2.811053000004903879e-02,1.875939000092330389e-02,3.170683600001211744e-02,1.103128286482452047e+01,1.221000000000000000e+03,1.225000000000000000e+03,7.340000000000000000e+02,7.160000000000000000e+02,5.991836734693877231e-01,9.754768392370571917e-01,4.370000000000000284e+01,3.400000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.783179156799932718e+09,7.108576000973698683e-03,2.936195899928861763e-02,1.957019499968737364e-02,3.446989300027780700e-02,1.104842687910220711e+01,1.218000000000000000e+03,1.221000000000000000e+03,8.120000000000000000e+02,7.910000000000000000e+02,6.650286650286649781e-01,9.741379310344827624e-01,3.860000000000000142e+01,3.410000000000000142e+01,5.400000000000000000e+01,1.000000000000000000e+00
1.783179156918654919e+09,7.791900001393514685e-03,2.867548699941835366e-02,1.907949700034805574e-02,3.076525599863089155e-02,1.158585570931764153e+01,1.222000000000000000e+03,1.218000000000000000e+03,7.300000000000000000e+02,7.170000000000000000e+02,5.993431855500821470e-01,9.821917808219178259e-01,4.039999999999999858e+01,3.410000000000000142e+01,5.350000000000000000e+01,1.000000000000000000e+00
1.783179157038875818e+09,8.154025999829173088e-03,2.842558100019232370e-02,1.968408299944712780e-02,3.173616899948683567e-02,1.136365457144504987e+01,1.221000000000000000e+03,1.222000000000000000e+03,7.540000000000000000e+02,7.390000000000000000e+02,6.170212765957446832e-01,9.801061007957559967e-01,4.260000000000000142e+01,3.410000000000000142e+01,5.350000000000000000e+01,1.000000000000000000e+00
1.783179157163933516e+09,8.309597998959361576e-03,2.974008400087768678e-02,2.063714399992022663e-02,3.378751299896975979e-02,1.081381073741728116e+01,1.230000000000000000e+03,1.221000000000000000e+03,7.770000000000000000e+02,7.580000000000000000e+02,6.363636363636363535e-01,9.755469755469755588e-01,3.829999999999999716e+01,3.410000000000000142e+01,5.450000000000000000e+01,1.000000000000000000e+00
1.783179157291962147e+09,1.011168499826453626e-02,2.837141600139148068e-02,1.898925800014694687e-02,3.844243599996843841e-02,1.042592021389800472e+01,1.219000000000000000e+03,1.230000000000000000e+03,7.830000000000000000e+02,7.460000000000000000e+02,6.365853658536585469e-01,9.527458492975734439e-01,4.200000000000000000e+01,3.410000000000000142e+01,5.400000000000000000e+01,1.000000000000000000e+00
1.783179157414184332e+09,8.808665999822551385e-03,2.954897400013578590e-02,1.953936199970485177e-02,3.367266299937909935e-02,1.092064713800644427e+01,1.230000000000000000e+03,1.219000000000000000e+03,7.780000000000000000e+02,7.440000000000000000e+02,6.382280557834290047e-01,9.562982005141388298e-01,4.039999999999999858e+01,3.410000000000000142e+01,5.350000000000000000e+01,1.000000000000000000e+00
